name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp,brand
Mercedes-Benz E-Class E 200 CGI,2017.0,3995000.000000001,35000.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,184.0,Mercedes-Benz
Ford Figo Diesel ZXI,2014.0,360000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.05,Ford
Volkswagen Vento Diesel Highline,2013.0,400000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1598.0,103.6,Volkswagen
Chevrolet Enjoy TCDi LS 8 Seater,2014.0,349000.0,47123.0,Diesel,Dealer,Manual,First Owner,8,1248.0,73.8,Chevrolet
Honda City i-DTEC V,2018.0,975000.0,15000.0,Diesel,Individual,Manual,First Owner,5,1498.0,97.9,Honda
Hyundai Accent Executive,2011.0,250000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1495.0,93.7,Hyundai
Toyota Fortuner 4x4 MT,2012.0,880000.0000000001,102000.0,Diesel,Dealer,Manual,First Owner,7,2982.0,168.5,Toyota
Maruti Vitara Brezza ZDi Plus Dual Tone,2016.0,825000.0,75000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Honda Brio Exclusive Edition,2013.0,355000.0,80000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.8,Honda
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1050000.0,71000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.6,Toyota
Maruti S-Cross 2017-2020 Sigma DDiS 200 SH,2017.0,800000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Hyundai EON D Lite Plus,2014.0,200000.0,25000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Maruti Wagon R VXI,2014.0,382000.0,25932.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05,Maruti
Ford Ecosport 1.5 Ti VCT MT Trend,2014.0,510000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1499.0,110.0,Ford
Skoda Superb Elegance 2.0 TDI CR AT,2011.0,700000.0,20000.0,Diesel,Individual,Automatic,First Owner,5,1968.0,138.1,Skoda
Volkswagen Polo GT TSI,2015.0,690000.0,30171.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,103.6,Volkswagen
Chevrolet Sail 1.3 Base,2014.0,350000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Chevrolet
Hyundai Grand i10 Asta Option,2014.0,393000.0,32000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.0,Hyundai
Maruti Celerio ZXI,2018.0,400000.0,41000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04,Maruti
Datsun RediGO T Option,2016.0,260000.0,35000.0,Petrol,Individual,Manual,First Owner,5,799.0,53.64,Datsun
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2017.0,685000.0,55000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96,Ford
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018.0,799000.0,35000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Honda Amaze VX i-DTEC,2018.0,720000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Wagon R Duo Lxi,2011.0,250000.0,120000.0,LPG,Individual,Manual,First Owner,5,998.0,58.2,Maruti
Hyundai i20 1.2 Asta with AVN,2013.0,475000.0,47000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0,Hyundai
Chevrolet Beat Diesel,2013.0,125000.0,139000.0,Diesel,Individual,Manual,First Owner,5,936.0,57.6,Chevrolet
Maruti Ritz LDi,2016.0,339000.0,186000.0,Diesel,Individual,Manual,First Owner,5,1248.0,73.94,Maruti
Honda Civic 1.8 S MT,2011.0,400000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1799.0,130.2,Honda
Maruti Swift Ldi BSIV,2010.0,320000.0,130000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,75.0,Maruti
Hyundai i20 Sportz 1.2,2014.0,410000.0,54159.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Ford Figo Diesel Titanium,2012.0,320000.0,103994.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1399.0,68.0,Ford
Maruti Wagon R VXI BS IV,2012.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Maruti Swift LXI,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8,Maruti
Maruti Vitara Brezza LXI,2020.0,800000.0,1000.0,Petrol,Dealer,Manual,First Owner,5,1462.0,103.26,Maruti
Hyundai Grand i10 Era,2014.0,225000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0,Hyundai
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,Petrol,Dealer,Automatic,First Owner,5,2494.0,157.7,Toyota
Honda City V MT AVN,2018.0,875000.0,31543.0,Petrol,Dealer,Manual,First Owner,5,1497.0,116.3,Honda
Hyundai Santro LS zipPlus,2000.0,140000.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1277.0219931271479,89.36408206330539,Hyundai
Maruti SX4 S Cross DDiS 200 Zeta,2015.0,720000.0,75000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Swift LDI BSIV,2015.0,550000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Alto K10 2010-2014 VXI,2012.0,235000.0,80000.0,Petrol,Individual,Manual,Third Owner,5,998.0,67.1,Maruti
Audi A4 New  2.0 TDI Multitronic,2012.0,1299000.0,100581.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,140.8,Audi
Volkswagen Polo 1.5 TDI Highline,2015.0,620000.0,33000.0,Diesel,Individual,Manual,First Owner,5,1498.0,88.8,Volkswagen
Mahindra Scorpio EX,2012.0,500000.0,147000.0,Diesel,Individual,Manual,First Owner,8,2523.0,75.0,Mahindra
Maruti Ertiga VDI,2012.0,585000.0,67000.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.76,Maruti
Hyundai Verna Transform SX VGT CRDi AT,2010.0,199000.0,50000.0,Diesel,Dealer,Automatic,First Owner,5,1493.0,110.0,Hyundai
Maruti Wagon R VXI BSIII,2013.0,250000.0,90000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Ford Fiesta Classic 1.4 Duratorq LXI,2011.0,350000.0,93500.0,Diesel,Individual,Manual,Second Owner,5,1388.0,67.0,Ford
Maruti Celerio X ZXI Option BSIV,2017.0,400000.0,52000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.0,Maruti
Tata Xenon XT EX 4X4,2015.0,600000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,2179.0,138.03,Tata
Hyundai Verna 1.6 SX,2014.0,545000.0,100000.0,Diesel,Individual,Manual,Second Owner,5,1582.0,126.32,Hyundai
Hyundai i20 1.2 Era,2019.0,635000.0,11972.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.83,Hyundai
Tata New Safari DICOR 2.2 EX 4x2,2008.0,500000.0,179150.0,Diesel,Individual,Manual,Second Owner,7,2179.0,138.1,Tata
Mercedes-Benz GLA Class 200 Sport,2016.0,2200000.0,20000.0,Petrol,Dealer,Automatic,First Owner,5,1991.0,183.0,Mercedes-Benz
Maruti Wagon R LXI DUO BSIII,2009.0,150000.0,100000.0,LPG,Individual,Manual,First Owner,5,1061.0,57.5,Maruti
Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,2018.0,1764999.9999999998,12000.0,Petrol,Dealer,Automatic,First Owner,5,1999.0,152.88,Hyundai
Maruti Swift ZXI Plus,2018.0,720000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
Maruti Swift VDI,2016.0,600000.0,84000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Tata Indica V2 DL BSIII,2006.0,67500.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,5,1396.0,52.8,Tata
Hyundai i20 Magna Optional 1.2,2014.0,425000.0,46500.0,Petrol,Dealer,Manual,First Owner,5,1197.0,82.9,Hyundai
Maruti Swift Dzire VDI,2017.0,650000.0,21000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.02,Maruti
BMW 6 Series GT 630i Luxury Line,2018.0,4575000.0,20000.0,Petrol,Dealer,Automatic,First Owner,4,1998.0,254.7,BMW
Tata Indigo LX,2012.0,225000.0,64000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0,Tata
Maruti Dzire VXI AT,2013.0,475000.0,30000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,88.5,Maruti
Hyundai i10 Magna,2012.0,250000.0,45160.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Maruti Alto LXi,2007.0,185000.0,86156.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3,Maruti
Hyundai Santro Xing GLS,2009.0,150000.0,62000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,62.1,Hyundai
Maruti Alto LXi,2012.0,135000.0,70000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Toyota Etios Liva 1.4 GD,2015.0,495000.0,89000.0,Diesel,Dealer,Manual,First Owner,5,1364.0,67.04,Toyota
Hyundai Verna 1.6 SX,2014.0,475000.0,70000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Honda City i-DTEC ZX,2018.0,1225000.0,43181.0,Diesel,Dealer,Manual,First Owner,5,1498.0,97.9,Honda
Honda City i VTEC CVT VX,2014.0,695000.0,39000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3,Honda
Maruti SX4 ZDI,2011.0,199000.0,197000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.8,Maruti
Mahindra KUV 100 mFALCON G80 K6 AW,2017.0,356000.0,5000.0,Petrol,Individual,Manual,First Owner,6,1198.0,82.0,Mahindra
Maruti Swift Dzire VXI,2013.0,400000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8,Maruti
Maruti Swift Dzire AMT ZDI,2016.0,650000.0,50000.0,Diesel,Individual,Automatic,Second Owner,5,1248.0,74.0,Maruti
Maruti Wagon R LX DUO BSIII,2007.0,80000.0,90000.0,LPG,Individual,Manual,First Owner,5,1061.0,57.5,Maruti
Hyundai i20 Magna Plus Diesel,2019.0,700000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.76,Hyundai
Mercedes-Benz E-Class E250 CDI Launch Edition,2014.0,2025000.0,70001.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,204.0,Mercedes-Benz
Honda City i-VTEC V,2018.0,875000.0,29006.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.6,Honda
Honda Amaze E Diesel BSIV,2019.0,700000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.63,Honda
Hyundai i20 Active SX Diesel,2018.0,860000.0,32000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.76,Hyundai
Maruti Swift VDI Optional,2017.0,660000.0,30000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Honda Amaze S i-VTEC,2019.0,690000.0,1303.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.7,Honda
Maruti Wagon R LXI Minor,2009.0,135000.0,150000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,67.0,Maruti
Maruti Swift Dzire VDI,2016.0,570000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Honda Amaze S Petrol BSIV,2019.0,670000.0,12000.0,Petrol,Individual,Manual,First Owner,5,1199.0,88.76,Honda
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,2019.0,1950000.0,25000.0,Diesel,Individual,Manual,First Owner,8,2393.0,147.8,Toyota
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013.0,955000.0,120000.0,Diesel,Individual,Manual,First Owner,8,2494.0,100.6,Toyota
Hyundai Verna 1.4 VTVT,2015.0,465000.0,50000.0,Petrol,Individual,Manual,Second Owner,5,1396.0,105.5,Hyundai
Mahindra XUV500 W8 4WD,2013.0,800000.0,150000.0,Diesel,Individual,Manual,Second Owner,7,2179.0,140.0,Mahindra
Hyundai EON LPG D Lite Plus,2012.0,200000.0,50000.0,LPG,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Chevrolet Cruze LTZ AT,2013.0,500000.0,70000.0,Diesel,Dealer,Automatic,First Owner,5,1998.0,163.7,Chevrolet
Honda Amaze E i-DTEC,2017.0,515000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,98.6,Honda
Mitsubishi Pajero Sport 4X4,2014.0,1350000.0,130000.0,Diesel,Dealer,Manual,First Owner,7,2477.0,175.56,Mitsubishi
Mahindra KUV100 NXT D75 K8 Dual Tone,2018.0,786000.0,35000.0,Diesel,Individual,Manual,First Owner,6,1198.0,77.0,Mahindra
Maruti 800 AC,1997.0,29999.0,80000.0,Petrol,Individual,Manual,Third Owner,4,796.0,37.0,Maruti
Mahindra XUV500 W6 2WD,2012.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
Mahindra Bolero GLX,2004.0,150000.0,15000.0,Diesel,Individual,Manual,First Owner,7,2523.0,103.89545607162873,Mahindra
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018.0,750000.0,60000.0,Diesel,Individual,Manual,First Owner,7,1493.0,70.0,Mahindra
Honda City i DTec SV,2016.0,802999.0,50856.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Honda Amaze Anniversary Edition,2015.0,509999.0,82000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,2015.0,795000.0,52000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.59,Ford
Hyundai Creta 1.6 CRDi SX Plus,2015.0,950000.0,148000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2,Hyundai
Maruti Baleno Delta,2018.0,585000.0,19000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,1249000.0,88000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.2,Hyundai
Renault Duster RXZ 110PS AMT BSIV,2017.0,690000.0,85000.0,Diesel,Dealer,Automatic,First Owner,5,1461.0,108.5,Renault
Maruti Ertiga ZDI,2014.0,725000.0,120000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.8,Maruti
Maruti Vitara Brezza VDi,2018.0,750000.0,5000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.5,Maruti
Tata Nexon 1.5 Revotorq XM,2019.0,675000.0,26600.0,Diesel,Individual,Manual,First Owner,5,1497.0,108.5,Tata
Volkswagen Vento 1.5 TDI Highline,2013.0,399000.0,100000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,103.2,Volkswagen
Mahindra Scorpio S7 120,2019.0,1300000.0,20000.0,Diesel,Individual,Manual,First Owner,7,2179.0,120.0,Mahindra
Tata Indigo CS eLX BS IV,2010.0,200000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Hyundai Grand i10 1.2 Kappa Magna AT,2016.0,475000.0,45629.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.86,Hyundai
Toyota Corolla Altis G,2008.0,285000.0,80000.0,Petrol,Dealer,Manual,First Owner,5,1798.0,138.1,Toyota
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2019.0,615000.0,12002.0,Diesel,Dealer,Manual,First Owner,5,1248.0,91.72,Fiat
Toyota Innova Crysta 2016-2020 2.7 ZX AT BSIV,2017.0,1750000.0,25000.0,Petrol,Dealer,Automatic,First Owner,7,2694.0,163.7,Toyota
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,2018.0,560000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1198.0,74.0,Volkswagen
Hyundai Creta 1.4 E Plus,2017.0,825000.0,85000.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.7,Hyundai
Maruti Swift VDI BSIV,2011.0,289000.0,215000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Wagon R AMT VXI,2017.0,475000.0,18000.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.0,Maruti
Toyota Innova Crysta 2016-2020 2.4 G MT 8 STR,2017.0,1360000.0,68000.0,Diesel,Dealer,Manual,First Owner,8,2393.0,147.51,Toyota
Maruti Swift Dzire VDI,2014.0,409999.0,150000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,74.0,Maruti
Honda City i-DTEC VX,2015.0,725000.0,78000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,97.9,Honda
Honda Amaze S i-Vtech,2015.0,390000.0,50000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.7,Honda
Honda City 1.3 EXI,2005.0,55000.0,130000.0,Petrol,Individual,Manual,First Owner,5,1343.0,90.0,Honda
Renault Lodgy 110PS RxZ 7 Seater,2015.0,485000.0,85000.0,Diesel,Dealer,Manual,First Owner,7,1461.0,108.5,Renault
Mahindra Marazzo M8 8Str,2019.0,1476000.0,60000.0,Diesel,Individual,Manual,First Owner,8,1497.0,121.0,Mahindra
Nissan Terrano XV D Premium AMT,2014.0,595000.0,64000.0,Diesel,Dealer,Automatic,First Owner,5,1461.0,108.5,Nissan
Toyota Innova 2.5 V Diesel 8-seater,2012.0,911000.0,155000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,102.0,Toyota
Maruti Swift Dzire VDI,2013.0,390000.0,100000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai i10 Sportz 1.2 AT,2012.0,325000.0,58500.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,78.9,Hyundai
Hyundai EON Era Plus,2014.0,235000.0,42000.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2,Hyundai
Maruti Swift VDI,2012.0,450000.0,100000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Toyota Fortuner 4x4 MT,2013.0,1511000.0,92000.0,Diesel,Dealer,Manual,First Owner,7,2982.0,168.5,Toyota
Honda City 1.5 S AT,2008.0,375000.0,40000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,116.4,Honda
Hyundai Venue SX Diesel,2020.0,1000000.0,10000.0,Diesel,Individual,Manual,First Owner,5,1493.0,98.6,Hyundai
Hyundai Verna CRDi 1.6 SX Option,2019.0,1080000.0,28000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2,Hyundai
Ford Figo Aspire 1.5 TDCi Titanium,2017.0,700000.0,49957.0,Diesel,Dealer,Manual,First Owner,5,1498.0,99.0,Ford
Hyundai Creta 1.6 CRDi SX,2015.0,850000.0,90000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.2,Hyundai
Hyundai Grand i10 Magna AT,2017.0,499000.0,24000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,82.0,Hyundai
Honda City i-DTEC VX,2017.0,850000.0,91000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,97.9,Honda
Mahindra Scorpio SLX 4WD,2008.0,375000.0,136500.0,Diesel,Individual,Manual,Fourth & Above Owner,8,2609.0,120.0,Mahindra
Honda City i VTEC CVT VX,2016.0,750000.0,55000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3,Honda
Skoda Laura Elegance 2.0 TDI CR AT,2012.0,480000.0,80000.0,Diesel,Individual,Automatic,First Owner,5,1968.0,138.1,Skoda
Audi Q3 35 TDI Quattro Technology,2016.0,1850000.0,50000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,181.0,Audi
Ford Figo Diesel Celebration Edition,2013.0,229999.0,70000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.1,Ford
Maruti Swift Dzire VXi AT,2012.0,395000.0,45000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,85.8,Maruti
Hyundai Santro GLS I - Euro II,2004.0,90000.0,90000.0,Petrol,Individual,Manual,Third Owner,5,999.0,89.36408206330539,Hyundai
BMW 3 Series 320d Luxury Line,2014.0,1875000.0,52500.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0,BMW
Honda Amaze S i-Dtech,2013.0,450000.0,29500.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Tata Tigor 1.05 Revotorq XZ,2017.0,420000.0,110000.0,Diesel,Individual,Manual,First Owner,5,1047.0,69.0,Tata
Tata Indigo LX (TDI) BS III,2008.0,145000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,598000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Tata Indigo GLS,2008.0,125000.0,51000.0,Petrol,Individual,Manual,First Owner,5,1396.0,65.0,Tata
Maruti Baleno Alpha CVT,2019.0,910000.0,14000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.8,Maruti
Hyundai Creta 1.4 CRDi S,2017.0,869999.9999999999,50000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.7,Hyundai
Maruti Ciaz 1.4 Alpha,2019.0,825000.0,40000.0,Petrol,Dealer,Manual,First Owner,5,1373.0,91.1,Maruti
Maruti Swift VDI,2012.0,280000.0,85000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai EON D Lite Plus,2012.0,255000.0,50169.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2,Hyundai
Toyota Etios Liva GD,2012.0,250000.0,125000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.04,Toyota
Maruti Swift AMT DDiS ZDI,2018.0,825000.0,46000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Santro Xing GLS LPG,2010.0,150000.0,70000.0,LPG,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Renault KWID 1.0 RXT Optional,2018.0,380000.0,10000.0,Petrol,Individual,Manual,First Owner,5,999.0,67.0,Renault
Maruti Eeco 5 Seater AC BSIV,2020.0,437000.0,2000.0,Petrol,Dealer,Manual,First Owner,5,1196.0,73.0,Maruti
Honda City i DTEC SV,2014.0,625000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Ford Ecosport 1.5 DV5 MT Trend,2014.0,450000.0,58100.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84,Ford
Maruti Swift Dzire VDI,2014.0,434999.0,110000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0,Maruti
Honda Brio VX AT,2015.0,450000.0,60650.0,Petrol,Dealer,Automatic,First Owner,5,1198.0,86.8,Honda
Hyundai i20 Asta (o),2016.0,615000.0,20000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,80.0,Hyundai
Hyundai i20 1.4 Sportz,2017.0,670000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Hyundai Getz GVS,2006.0,50000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1341.0,61.0,Hyundai
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2018.0,999000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96,Ford
BMW X1 sDrive 20d xLine,2019.0,3650000.0,10000.0,Diesel,Individual,Automatic,First Owner,5,1995.0,188.0,BMW
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017.0,598000.0,18171.0,Petrol,Dealer,Manual,First Owner,5,1199.0,74.0,Volkswagen
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007.0,465000.0,210000.0,Diesel,Individual,Manual,Second Owner,8,2494.0,102.0,Toyota
Hyundai i20 Active 1.4,2015.0,600000.0,18000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Skoda Yeti Ambition 4X2,2012.0,475000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1968.0,108.49,Skoda
Maruti Swift VDI Optional,2015.0,475000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Mercedes-Benz M-Class ML 250 CDI,2013.0,1695000.0,110000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,203.2,Mercedes-Benz
Hyundai Creta 1.6 SX Option Diesel,2019.0,1500000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2,Hyundai
Toyota Fortuner 4x2 AT,2012.0,1230000.0,106059.0,Diesel,Dealer,Automatic,First Owner,7,2982.0,168.5,Toyota
Maruti Ertiga VDI,2013.0,600000.0,120000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.76,Maruti
Nissan Sunny XV,2012.0,250000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1498.0,97.7,Nissan
Mercedes-Benz New C-Class 220 CDI AT,2012.0,1400000.0,50000.0,Diesel,Individual,Automatic,First Owner,5,2143.0,170.0,Mercedes-Benz
Hyundai Verna XXi (Petrol),2009.0,235000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1599.0,103.2,Hyundai
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2017.0,1650000.0,64000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,183.0,Hyundai
Mahindra Verito 1.5 D4 BSIV,2016.0,380000.0,192000.0,Diesel,Individual,Manual,First Owner,5,1461.0,65.0,Mahindra
Hyundai EON Era Plus,2012.0,244000.0,38000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Maruti Swift Dzire AMT ZDI Plus,2017.0,875000.0,30000.0,Diesel,Dealer,Automatic,First Owner,5,1248.0,74.02,Maruti
Mahindra Thar CRDe AC,2012.0,500000.0,50000.0,Diesel,Individual,Manual,First Owner,6,2498.0,105.0,Mahindra
Mahindra XUV500 W10 2WD,2016.0,1350000.0,25000.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
Hyundai i10 Magna,2013.0,295000.0,34579.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Maruti Swift LDI,2012.0,360000.0,72000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Mercedes-Benz E-Class E250 CDI Elegance,2016.0,2650000.0,45000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,203.0,Mercedes-Benz
Hyundai Verna 1.6 SX VTVT AT,2015.0,700000.0,75000.0,Petrol,Dealer,Automatic,First Owner,5,1591.0,121.3,Hyundai
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007.0,200000.0,152000.0,Diesel,Individual,Manual,Fourth & Above Owner,9,2609.0,120.0,Mahindra
Hyundai Verna 1.6 CRDi S,2016.0,750000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2,Hyundai
Tata Manza Aura Quadrajet BS IV,2013.0,185000.0,57000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.8,Tata
Kia Seltos HTX D,2020.0,1450000.0,8000.0,Diesel,Dealer,Manual,First Owner,5,1493.0,113.4,Kia
Audi A6 2.0 TDI,2013.0,1600000.0,74000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33,Audi
Ford Classic 1.6 Duratec Titanium,2013.0,350000.0,120000.0,Petrol,Individual,Manual,First Owner,5,1596.0,99.6,Ford
Hyundai EON 1.0 Era Plus,2013.0,225000.0,420000.0,Petrol,Dealer,Manual,First Owner,5,998.0,68.05,Hyundai
